,id,down_time,up_time,action_time,event_id,cursor_position,word_count,total_duration,Input,"Move From [0, 158] To [234, 392]","Move From [0, 1] To [590, 591]","Move From [0, 75] To [1, 76]","Move From [1041, 1121] To [1496, 1576]","Move From [1061, 1126] To [1306, 1371]","Move From [114, 140] To [272, 298]","Move From [1144, 1147] To [1142, 1145]","Move From [13, 65] To [9, 61]","Move From [1306, 1371] To [1061, 1126]","Move From [134, 169] To [122, 157]","Move From [1361, 1362] To [1358, 1359]","Move From [1386, 1450] To [1445, 1509]","Move From [140, 272] To [299, 431]","Move From [1455, 1557] To [1323, 1425]","Move From [164, 165] To [153, 154]","Move From [1651, 1769] To [1565, 1683]","Move From [1766, 1968] To [1861, 2063]","Move From [186, 187] To [184, 185]","Move From [1861, 2063] To [1766, 1968]","Move From [2091, 2179] To [252, 340]","Move From [213, 302] To [902, 991]","Move From [218, 220] To [206, 208]","Move From [2268, 2275] To [2247, 2254]","Move From [274, 314] To [299, 339]","Move From [284, 292] To [282, 290]","Move From [287, 289] To [285, 287]","Move From [289, 355] To [562, 628]","Move From [382, 437] To [458, 513]","Move From [408, 414] To [390, 396]","Move From [442, 524] To [296, 378]","Move From [460, 461] To [465, 466]","Move From [460, 465] To [925, 930]","Move From [51, 86] To [109, 144]","Move From [565, 743] To [669, 847]","Move From [61, 136] To [0, 75]","Move From [623, 632] To [624, 633]","Move From [624, 625] To [845, 846]","Move From [669, 847] To [565, 743]","Move From [747, 960] To [1041, 1254]","Move From [75, 134] To [304, 363]","Move From [810, 906] To [816, 912]","Move From [905, 1314] To [907, 1316]","Move From [923, 1077] To [340, 494]","Move From [944, 1102] To [1050, 1208]","Move From [999, 1000] To [1000, 1001]",Nonproduction,Paste,Remove/Cut,Replace,down_event,up_event,text_change
281,1c1f46a8,2631414023,2631785887,109.33960599823581,3401,1690,335,371864,2493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,793,0,489,489,3286
282,1c3f6510,1025033752,1025210859,115.45436766623207,1534,1221,204,177107,1359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,140,0,229,229,1499
283,1c4fcca3,4191650797,4191998632,75.28896103896103,4620,2059,366,347835,2841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,839,1,939,0,469,469,3781
284,1c540433,1029855194,1029995029,77.51385809312639,1804,1208,220,139835,1289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435,0,80,0,266,266,1369
285,1c81cb79,10085983515,10086610091,69.58862727676588,9004,2659,462,626576,3319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5025,0,660,0,569,569,3979
286,1cc9ea58,3386628673,3386917655,65.76741010468821,4394,2525,419,288982,3433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,908,0,653,653,4341
287,1cd167a4,1185303440,1185518488,89.82790309106099,2394,2026,367,215048,2135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,104,0,381,381,2239
288,1cd86e70,1093815456,1094133401,126.82289589150379,2507,1603,256,317945,2034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,402,0,334,334,2436
289,1d14ba28,1162690470,1162940363,123.03938946331856,2031,1362,219,249893,1659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,297,0,265,265,1956
290,1d199f1e,614096237,614281379,95.77961717537507,1933,1607,300,185142,1753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,135,0,322,322,1888
291,1d5c3490,1955756903,1955897445,75.35764075067024,1865,1199,217,140542,1268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528,0,69,0,224,224,1337
292,1d716bff,1019489837,1019675601,118.24570337364736,1571,1374,244,185764,1456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,83,0,277,277,1539
293,1d8cf496,360396621,360574919,94.83936170212766,1880,1359,240,178298,1590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,195,2,283,283,1787
294,1db1735e,3691796832,3692288421,116.18742614039235,4231,2486,379,491589,3549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,1,518,13,544,544,4081
295,1dc5440c,1696737646,1696764949,15.44287330316742,1768,1385,224,27303,1517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,109,3,262,262,1629
296,1df0730e,6833314927,6834157529,115.86936193619361,7272,5393,896,842602,6386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,741,4,1072,1072,7131
297,1e12f119,3180696444,3181049350,99.66280711663372,3541,2512,461,352906,2985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,474,0,519,519,3459
298,1e2a01f5,4453417946,4453823988,84.8395319682407,4786,3048,572,406042,3481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,896,0,407,2,653,653,3890
299,1e7fc25a,1597512758,1597793370,139.3999006458023,2013,1285,245,280612,1647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,309,2,331,331,1958
300,1e882f60,1566222015,1566386067,79.405614714424,2066,1299,234,164052,1661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,292,1,311,311,1954
301,1e8e8e18,855956708,856086039,80.42972636815921,1608,1252,218,129331,1367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,115,0,238,238,1482
302,1ebb9b74,497593053,497730404,98.0378301213419,1401,1196,220,137351,1289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,93,0,244,244,1382
303,1f66e7f7,1383749336,1383779841,18.77230769230769,1625,1176,215,30505,1510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,65,0,223,223,1575
304,1fb7a3e6,2492124087,2492367918,71.86295313881521,3393,2118,483,243831,2935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,295,0,553,553,3230
305,1fbb8840,4620747361,4621167022,98.6509167842031,4254,2923,507,419661,3599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,529,7,648,648,4135
306,1fbedb17,5306454580,5307031239,102.09968130311614,5648,4673,847,576659,5034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,0,370,0,940,940,5404
307,1fbf2800,1835407353,1835748012,100.69731007981082,3383,2453,449,340659,2867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,7,400,0,543,543,3274
308,203a6602,4437036966,4437543589,116.22459279651297,4359,2686,497,506623,3285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,479,0,595,0,651,651,3880
309,20678203,1714307216,1714648685,140.23367556468173,2435,1865,322,341469,2164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,203,5,375,375,2372
310,2081c45e,3559209700,3559646268,87.54120713856025,4987,3406,617,436568,4156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,747,0,735,735,4903
311,2083b2d1,3195220282,3195668227,116.74354964816263,3837,2406,450,447945,3102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,712,0,518,518,3814
312,20ae730b,3583638618,3584131173,118.88848660391021,4143,2580,434,492555,3254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452,1,421,14,562,562,3691
313,20d1a4a0,4807424980,4808327772,149.04936437180123,6057,3965,661,902792,4738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,817,0,493,9,786,786,5240
314,20f66977,1302014631,1302103288,66.06333830104322,1342,1060,171,88657,1140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,80,0,248,248,1220
315,20ffdd91,10065253960,10065835621,77.42060428590443,7513,1863,207,581661,4349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,3137,0,235,235,7486
316,210aa189,1909593864,1909780876,82.82196634189549,2258,1772,309,187012,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,172,0,511,511,2174
317,21170932,1591005154,1591227310,115.64601769911505,1921,1459,240,222156,1625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,175,1,298,298,1801
318,211bf668,413409254,413553301,93.11376858435682,1547,1161,219,144047,1327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,166,0,248,248,1493
319,213d79d9,321318938,321530548,197.2134203168686,1073,1003,201,211610,1027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,24,0,208,208,1051
320,21434532,2396313268,2396599281,118.23604795369988,2419,2151,407,286013,2258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,107,0,429,429,2365
321,214992f5,1779774589,1780025157,75.3587969924812,3325,1302,223,250568,2569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,677,1,78,0,652,652,2648
322,216e0bad,2446316575,2446621196,88.99240432369267,3423,2887,501,304621,3150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,203,0,535,535,3353
323,21707506,1147413003,1147651773,127.61624799572421,1871,1366,228,238770,1586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,231,0,311,311,1817
324,2191981f,494098887,494298766,125.78917558212713,1589,1243,238,199879,1378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,134,0,262,262,1512
325,219277f2,4524160483,4524498814,87.90101325019485,3849,2435,422,338331,3116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,1,650,1,552,552,3768
326,219e5338,3939463949,3939626561,91.50928531232414,1777,1406,235,162612,1548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,142,0,253,253,1690
327,219eeff1,780337762,780594341,173.4814063556457,1479,1108,200,256579,1221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,121,0,220,220,1343
328,21bbc3f6,12525518169,12525656083,86.95712484237075,1586,1360,262,137914,1391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,31,0,263,263,1422
329,2203d0fc,2685129027,2685535492,91.83574333483958,4426,2125,370,406465,3312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,0,882,0,566,566,4194
330,22106b1d,2828903513,2829273412,119.28377942599161,3101,2503,416,369899,2775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,218,2,454,454,2995
331,2222cd90,2749919861,2750197544,84.12087246289003,3301,1712,369,277683,2478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,1,495,3,469,469,2977
332,2255eafc,2247632399,2247999302,129.92315864022663,2824,1988,200,366903,2353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,365,0,1273,1273,2718
333,225dcef1,1141307925,1141599242,147.42763157894737,1976,1332,241,291317,1646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,203,11,285,285,1860
334,2277b17f,2159974015,2160470869,121.0657894736842,4104,3041,528,496854,3598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,444,3,631,631,4045
335,227e9aca,1155392217,1155503647,71.79768041237114,1552,1237,202,111430,1354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,122,0,283,283,1476
336,227fc5d4,3161956797,3162277939,88.0082214305289,3649,3235,532,321142,3376,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,141,0,551,551,3518
337,228f56af,878486879,878665046,99.14691151919867,1797,1223,216,178167,1490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,243,7,261,261,1740
338,2294b205,543067139,543288129,123.73460246360582,1786,1245,225,220990,1488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,2,247,0,284,284,1737
339,22982ff4,1894141730,1894483138,117.24175824175825,2912,2096,404,341408,2612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,209,0,439,439,2821
340,22b5b6db,5512116988,5512626197,84.67060192883272,6014,1339,207,509209,3669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,2246,1,2217,2217,5916
341,22ca4a3d,2979003859,2979467457,122.58011634056055,3782,2225,408,463598,2935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,0,659,0,503,503,3594
342,22ce0bc8,2990264902,2990737088,95.41038593655284,4949,4070,725,472186,4487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,314,3,804,804,4804
343,22d9276d,5889817842,5890233670,70.15825881558968,5927,3404,543,415828,4756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,1095,1,760,760,5852
344,23022dee,2374078238,2374344222,110.18392709196354,2414,669,108,265984,1295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,668,0,447,4,225,225,1746
345,230b73d3,1975979347,1976211979,129.1682398667407,1801,1249,214,232632,1456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,206,0,271,271,1662
346,233d1540,2686122477,2686484226,82.60995661109843,4379,1709,280,361749,1934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2281,0,159,5,333,333,2098
347,236171e4,3227140054,3227467758,96.41188584877905,3399,1527,241,327704,1931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1120,2,343,3,319,319,2279
348,23717103,1048502227,1048732090,117.5769820971867,1955,1552,248,229863,1734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,187,0,272,272,1921
349,2381064c,632890788,633070504,110.73074553296365,1623,1438,249,179716,1491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,46,0,351,351,1537
350,2383d924,2923846387,2924369989,85.92090580899246,6094,3669,647,523602,4559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,644,0,891,0,789,789,5450
351,23855e0b,5533108031,5533636524,91.15091410831322,5798,2862,452,528493,4162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,1,1413,0,714,714,5576
352,23bce305,2796093445,2796389461,100.37843336724313,2949,2355,411,296016,2595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,231,0,483,483,2826
353,23d865a7,2737684230,2737926727,83.44700619408121,2906,1351,257,242497,2083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,0,498,0,324,324,2581
354,2428fa05,6381399477,6381725916,45.97084917617237,7101,3049,579,326439,4621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1666,0,803,11,768,768,5435
355,2440d983,8022560782,8023144561,74.43312507968889,7843,3193,514,583779,4359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2459,1,1024,0,730,730,5384
356,24870b2d,2239364196,2239596143,89.03915547024953,2605,1579,264,231947,1655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,875,0,75,0,285,285,1730
357,24eab250,1970132641,1970439118,146.2199427480916,2096,1858,322,306477,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,107,0,345,345,2072
358,24ef4fa9,1745472995,1745788734,88.44229691876751,3570,2725,493,315739,3091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,366,0,548,548,3457
359,2522a736,580206208,580380914,108.11014851485149,1616,1451,258,174706,1504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,55,0,310,310,1559
360,2534ca96,3755811011,3756520431,141.54429369513167,5012,1888,344,709420,3567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399,0,1046,0,591,591,4613
361,25354b83,1868609484,1868748386,83.8780193236715,1656,1259,207,138902,1435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,169,0,271,271,1604
362,253b2cdc,1264168406,1264295190,99.90858944050433,1269,1066,204,126784,1126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,60,0,226,226,1186
363,257fb4a6,1321903332,1322173520,106.9204590423427,2527,2216,404,270188,2347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,132,1,491,491,2480
364,25835eca,1376891729,1377149220,94.80522827687776,2716,2011,352,257491,2341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,330,0,415,415,2671
365,258ecfdc,1918602708,1918919902,163.58638473439916,1939,1319,227,317194,1558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,291,0,266,266,1849
366,259b5a0f,6901464776,6902007293,78.40974129209424,6919,1625,288,542517,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4941,0,77,1,340,340,1978
367,25c3877c,2824242464,2824809814,125.32582284073338,4527,3623,563,567350,4116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,286,2,623,623,4404
368,25c5a18a,1381056613,1381271761,88.97766749379653,2418,1723,268,215148,1821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502,0,95,0,291,291,1916
369,25dd857a,2286276945,2286452163,49.53859202714165,3537,3103,595,175218,3297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,194,0,628,628,3491
370,2600692d,3882040715,3882649134,111.78008451221753,5443,3346,631,608419,4485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,0,766,1,786,786,5252
